id_number,org_size_1_99,org_size_100_499,org_size_500_999,org_size_1000_4999,org_size_greaterthan_5000,Has_Website,Number_of_Vehicles__c,Segment_E,SegmentE3,SegmentA1,SegmentA2,US_Country,CA_Country,Industry,billingstatecode,total_engagements,first_engagement_date,last_engagement_date,engagement_length_days,engagement_count_lag_1,engagement_count_lag_2,engagement_count_lag_5,engagement_count_lag_7,engagement_count_rolling_avg_7,rolling_std_7,rolling_median_7,weekly_engagement_rate,cumulative_engagement_count,days_since_last_engagement,prev_engagement_type_0,prev_engagement_type_Campaign - Mailer,prev_engagement_type_Campaign - Other,prev_engagement_type_Campaign - Referral Program,prev_engagement_type_Campaign - Webinar,prev_engagement_type_Event - Roadshow,prev_engagement_type_Field Event,prev_engagement_type_Field Marketing,prev_engagement_type_GC,prev_engagement_type_Inbound Leads,prev_engagement_type_Partners,prev_engagement_type_SB,prev_engagement_type_webpage visit from ads,prev_engagement_type_webpage visits,avg_time_between_engagements,most_common_engagement_type_Campaign - Mailer,most_common_engagement_type_Campaign - Other,most_common_engagement_type_Campaign - Referral Program,most_common_engagement_type_Campaign - Webinar,most_common_engagement_type_Field Event,most_common_engagement_type_GC,most_common_engagement_type_Inbound Leads,most_common_engagement_type_Partners,most_common_engagement_type_webpage visit from ads,most_common_engagement_type_webpage visits,D&B_Score,target_met
2243,1,0,0,0,0,0,4.0,0,0,0,0,1,0,Unknown,OK,1,2022-03-21,2022-03-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,0,0,1,0,HIGH,0
2300,1,0,0,0,0,0,5.0,0,0,0,0,0,1,Unknown,ON,2,2022-08-30,2023-02-09,163,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,81.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,163.0,0,0,0,0,0,0,0,0,1,0,LOW,0
2304,1,0,0,0,0,0,5.0,0,0,0,0,0,1,Unknown,ON,2,2022-01-16,2023-10-13,635,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,317.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,635.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2337,1,0,0,0,0,0,38.0,0,0,0,1,0,1,Unknown,ON,7,2022-06-21,2024-01-12,570,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,4.0,81.42857142857143,1,0,0,0,1,0,0,0,0,1,0,0,0,1,95.0,0,0,0,0,0,0,0,0,0,1,HIGH,0
2341,1,0,0,0,0,1,50.0,0,0,0,1,0,1,Unknown,ON,2,2021-06-14,2021-12-01,170,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,85.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,170.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2347,1,0,0,0,0,1,150.0,0,0,0,1,0,1,Unknown,ON,1,2023-05-31,2023-05-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2372,1,0,0,0,0,0,16.0,0,0,0,0,1,0,Unknown,OR,1,2022-03-16,2022-03-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2375,1,0,0,0,0,0,22.0,0,0,0,0,1,0,Unknown,OR,1,2023-09-27,2023-09-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2389,1,0,0,0,0,1,3.0,0,0,0,0,1,0,Unknown,PA,4,2021-05-10,2023-09-15,858,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,214.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,286.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2391,1,0,0,0,0,0,3.0,0,0,0,0,1,0,Unknown,PA,3,2023-03-28,2023-09-28,184,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61.333333333333336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2404,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,PA,1,2023-05-08,2023-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,0,0,1,0,HIGH,0
2467,1,0,0,0,0,0,12.0,0,0,0,0,0,1,Unknown,PE,1,2022-02-28,2022-02-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2487,1,0,0,0,0,0,4.0,0,0,0,0,1,0,Unknown,RI,1,2022-03-04,2022-03-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2525,1,0,0,0,0,0,1.0,0,0,0,0,1,0,Unknown,SC,2,2021-09-18,2022-04-06,200,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,100.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,200.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2527,1,0,0,0,0,0,1.0,0,0,0,0,1,0,Unknown,SC,66,2023-06-14,2023-10-20,128,0.9848484848484849,0.9696969696969697,0.9242424242424242,0.8939393939393939,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,33.5,1.9393939393939394,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9692307692307693,0,0,0,0,0,0,0,0,1,0,HIGH,0
2546,1,0,0,0,0,0,11.0,0,0,1,0,0,1,Unknown,SK,1,2023-07-14,2023-07-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2548,1,0,0,0,0,0,14585824013270.0,0,0,0,0,1,0,Unknown,TN,1,2024-03-05,2024-03-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,1,0,0,0,0,0,HIGH,0
2562,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,TN,2,2022-01-20,2022-08-04,196,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,98.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,196.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2576,1,0,0,0,0,0,10.0,0,0,0,0,1,0,Unknown,TN,1,2023-10-06,2023-10-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2589,1,0,0,0,0,1,24.0,0,0,0,0,1,0,Unknown,TN,1,2024-01-02,2024-01-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2596,1,0,0,0,0,0,400.0,0,0,0,1,1,0,Unknown,TN,1,2024-01-15,2024-01-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2602,1,0,0,0,0,0,14585824013270.0,0,0,0,0,1,0,Unknown,TX,21,2023-01-12,2023-06-22,161,0.9523809523809523,0.9047619047619048,0.7619047619047619,0.6666666666666666,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,11.0,7.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.05,0,0,0,0,0,0,0,0,1,0,HIGH,0
2609,1,0,0,0,0,0,2.0,0,0,0,0,1,0,Unknown,TX,2,2021-09-27,2021-09-27,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2617,1,0,0,0,0,0,3.0,0,0,0,0,1,0,Unknown,TX,1,2021-09-21,2021-09-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2623,1,0,0,0,0,0,4.0,0,0,0,0,1,0,Unknown,TX,5,2021-04-26,2021-09-24,151,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,37.75,0,0,0,0,0,0,0,0,1,0,HIGH,0
2624,1,0,0,0,0,1,4.0,0,0,0,0,1,0,Unknown,TX,1,2021-06-02,2021-06-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2625,1,0,0,0,0,0,4.0,0,0,0,0,1,0,Unknown,TX,3,2022-06-30,2023-07-08,373,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,124.33333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,186.5,0,0,0,0,0,0,0,0,1,0,HIGH,0
2635,1,0,0,0,0,0,4.0,0,0,0,0,1,0,Unknown,TX,2,2021-09-01,2024-01-23,874,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,437.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,874.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2656,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,TX,12,2021-10-28,2023-09-08,680,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.4166666666666667,0.5,0.0,0.5,0.5,6.5,56.666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61.81818181818182,0,0,0,0,0,0,0,0,1,0,HIGH,0
2666,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,TX,8,2021-07-02,2023-10-26,846,0.875,0.75,0.375,0.125,0.25,0.0,0.25,0.25,4.5,105.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,120.85714285714286,0,0,0,0,0,0,0,0,1,0,HIGH,0
2667,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,TX,2,2021-07-23,2021-07-23,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2668,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,TX,2,2022-04-15,2023-02-20,311,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,155.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,311.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2679,1,0,0,0,0,0,6.0,0,0,0,0,1,0,Unknown,TX,1,2023-07-31,2023-07-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2701,1,0,0,0,0,0,11.0,0,0,0,0,1,0,Unknown,TX,1,2023-10-03,2023-10-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2705,1,0,0,0,0,0,11.0,0,0,0,0,1,0,Unknown,TX,4,2023-10-11,2023-10-14,3,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.75,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2716,1,0,0,0,0,0,13.0,0,0,0,0,1,0,Unknown,TX,1,2023-04-17,2023-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2777,1,0,0,0,0,0,1.0,0,0,0,0,1,0,Unknown,TX,19,2021-04-13,2023-10-10,910,0.9473684210526315,0.8947368421052632,0.7368421052631579,0.631578947368421,0.6842105263157895,0.0,0.6842105263157895,0.6842105263157895,10.0,47.89473684210526,1,0,0,0,0,0,0,0,0,1,0,0,1,1,50.55555555555556,0,0,0,0,0,0,1,0,0,0,HIGH,0
2823,1,0,0,0,0,0,3.0,0,0,0,0,1,0,Unknown,VA,2,2021-04-19,2021-05-26,37,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,37.0,0,0,0,0,0,0,0,1,0,0,HIGH,0
2828,1,0,0,0,0,0,4.0,0,0,0,0,1,0,Unknown,VA,8,2021-06-30,2023-10-17,839,0.875,0.75,0.375,0.125,0.25,0.0,0.25,0.25,4.5,104.875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,119.85714285714286,0,0,0,0,0,0,0,0,1,0,HIGH,0
2837,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,VA,1,2022-01-08,2022-01-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2842,1,0,0,0,0,0,5.0,0,0,0,0,1,0,Unknown,VA,745,2021-04-08,2024-03-06,1063,0.9986577181208054,0.9973154362416108,0.9932885906040269,0.9906040268456375,0.9919463087248322,0.0,0.9919463087248322,0.9919463087248322,373.0,1.4268456375838927,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.428763440860215,0,0,0,0,0,0,0,0,0,1,HIGH,0
2856,1,0,0,0,0,0,11.0,0,0,0,0,1,0,Unknown,VA,1,2023-09-26,2023-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2857,1,0,0,0,0,0,11.0,0,0,0,0,1,0,Unknown,VA,1,2023-09-25,2023-09-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2863,1,0,0,0,0,0,18.0,0,0,0,0,1,0,Unknown,VA,2,2021-11-11,2022-01-31,81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,40.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,81.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2875,1,0,0,0,0,0,50.0,0,0,0,1,1,0,Unknown,VA,2,2023-10-03,2024-01-26,115,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,57.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,115.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2882,1,0,0,0,0,0,1.0,0,0,0,0,1,0,Unknown,VA,1,2023-10-02,2023-10-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2896,1,0,0,0,0,0,0.0,0,0,0,0,1,0,Unknown,WA,1,2022-12-05,2022-12-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2902,1,0,0,0,0,1,3.0,0,0,0,0,1,0,Unknown,WA,13,2021-05-11,2023-10-31,903,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.0,0.5384615384615384,0.5384615384615384,7.0,69.46153846153847,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75.25,0,0,0,0,0,0,0,0,1,0,HIGH,0
2943,1,0,0,0,0,0,50.0,0,0,0,1,1,0,Unknown,WA,1,2023-10-31,2023-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2948,1,0,0,0,0,0,1.0,0,0,0,0,1,0,Unknown,WA,1,2023-09-26,2023-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2949,1,0,0,0,0,0,450.0,0,0,0,1,1,0,Unknown,WA,1,2023-06-22,2023-06-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
3008,1,0,0,0,0,0,1.0,0,0,0,0,1,0,Unknown,WI,2,2022-08-08,2023-05-05,270,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,135.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,270.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
37,1,0,0,0,0,1,6.0,0,0,0,0,1,0,TransportationWarehousing,NC,6,2021-04-27,2023-07-20,814,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,135.66666666666666,1,0,0,0,0,0,0,0,0,1,0,0,1,0,162.8,0,0,0,0,0,0,0,0,1,0,HIGH,1
58,1,0,0,0,0,0,12.0,0,0,1,0,0,1,TransportationWarehousing,MB,2,2023-11-30,2024-01-17,48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48.0,0,0,0,0,0,0,1,0,0,0,HIGH,1
60,1,0,0,0,0,0,12.0,0,0,0,0,1,0,TransportationWarehousing,TX,7,2022-05-18,2023-08-23,462,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,4.0,66.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,77.0,0,0,0,0,0,0,0,0,1,0,HIGH,1
69,1,0,0,0,0,1,15.0,0,0,0,0,1,0,TransportationWarehousing,CA,6,2022-04-04,2024-02-15,682,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,113.66666666666667,1,0,0,0,1,0,0,0,0,1,0,0,1,1,136.4,0,0,0,0,0,0,0,0,1,0,HIGH,1
71,1,0,0,0,0,1,15.0,0,0,1,0,1,0,TransportationWarehousing,ID,1,2023-12-22,2023-12-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,1
73,1,0,0,0,0,0,16.0,0,0,0,0,1,0,TransportationWarehousing,LA,2,2021-07-07,2021-07-07,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,HIGH,1
82,1,0,0,0,0,0,20.0,0,0,1,0,1,0,TransportationWarehousing,NE,1,2021-11-15,2021-11-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,1
88,1,0,0,0,0,1,20.0,0,0,0,0,1,0,TransportationWarehousing,ME,14,2021-10-04,2024-03-05,883,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.5,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,7.5,63.07142857142857,1,0,0,1,1,0,1,0,0,1,0,0,1,1,67.92307692307692,0,0,0,0,1,0,0,0,0,0,HIGH,1
91,0,0,0,0,0,1,22.0,0,0,1,0,1,0,TransportationWarehousing,RI,6,2021-07-29,2024-02-15,931,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,155.16666666666666,1,0,1,0,0,0,0,0,0,0,0,0,1,0,186.2,0,0,0,0,0,0,0,0,1,0,HIGH,1
97,1,0,0,0,0,0,25.0,0,0,0,0,1,0,TransportationWarehousing,FL,3,2023-03-02,2023-07-13,133,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.333333333333336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,66.5,0,0,0,0,0,0,0,0,1,0,HIGH,1
98,1,0,0,0,0,1,25.0,0,0,1,0,1,0,TransportationWarehousing,TN,2,2022-11-23,2023-11-28,370,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,185.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,370.0,0,0,0,0,0,0,1,0,0,0,HIGH,1
103,0,0,0,0,0,1,31.0,0,0,0,1,0,1,TransportationWarehousing,BC,338,2021-04-15,2024-03-01,1051,0.9970414201183432,0.9940828402366864,0.985207100591716,0.9792899408284024,0.9822485207100592,0.0,0.9822485207100592,0.9822485207100592,169.5,3.1094674556213016,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3.1186943620178043,0,0,0,0,0,0,0,0,1,0,HIGH,1
114,1,0,0,0,0,1,40.0,0,0,0,1,1,0,TransportationWarehousing,WV,32,2021-04-27,2023-04-17,720,0.96875,0.9375,0.84375,0.78125,0.8125,0.0,0.8125,0.8125,16.5,22.5,1,0,0,0,1,0,1,0,0,0,0,0,1,1,23.225806451612904,0,0,0,0,0,0,0,0,1,0,HIGH,1
118,1,0,0,0,0,0,50.0,0,0,0,1,1,0,TransportationWarehousing,HI,37,2021-07-28,2023-10-02,796,0.972972972972973,0.9459459459459459,0.8648648648648649,0.8108108108108109,0.8378378378378378,0.0,0.8378378378378378,0.8378378378378378,19.0,21.513513513513512,1,0,1,0,1,0,0,0,0,1,0,0,1,1,22.11111111111111,0,0,0,0,0,0,0,0,0,1,HIGH,1
121,1,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,CO,7,2022-07-11,2023-11-22,499,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,4.0,71.28571428571429,1,0,0,0,0,0,0,0,0,0,0,0,1,1,83.16666666666667,0,0,0,0,0,0,0,0,1,0,HIGH,1
122,1,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,FL,17,2021-05-10,2024-02-15,1011,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.5882352941176471,0.6470588235294118,0.0,0.6470588235294118,0.6470588235294118,9.0,59.470588235294116,1,0,1,0,1,0,0,0,0,1,0,0,1,1,63.1875,0,1,0,0,0,0,0,0,0,0,HIGH,1
124,1,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,OH,3,2021-04-19,2023-03-24,704,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,234.66666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,1,352.0,0,0,0,0,0,0,0,0,1,0,HIGH,1
136,0,0,0,0,1,1,200.0,0,1,0,0,1,0,TransportationWarehousing,Arizona,756,2021-04-08,2024-03-06,1063,0.9986772486772487,0.9973544973544973,0.9933862433862434,0.9907407407407407,0.9920634920634921,0.0,0.9920634920634921,0.9920634920634921,378.5,1.406084656084656,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1.4079470198675497,0,0,0,0,0,0,0,0,0,1,HIGH,1
149,1,0,0,0,0,0,1.0,0,0,0,0,1,0,TransportationWarehousing,VA,1,2022-01-13,2022-01-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,1
157,0,0,0,0,0,1,85.0,0,1,0,0,1,0,TransportationWarehousing,WA,9,2021-08-30,2023-03-16,563,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5.0,62.55555555555556,1,0,0,0,0,0,0,0,0,1,0,0,1,0,70.375,0,0,0,0,0,0,0,0,1,0,HIGH,1
163,1,0,0,0,0,0,35.0,0,0,0,1,1,0,TransportationWarehousing,WA,2,2023-09-29,2023-10-18,19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,0,0,0,0,0,1,0,0,0,0,HIGH,1
169,1,0,0,0,0,1,51.0,0,0,0,1,1,0,TransportationWarehousing,OH,3,2022-09-29,2023-04-29,212,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.66666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,106.0,0,0,0,1,0,0,0,0,0,0,HIGH,1
172,1,0,0,0,0,0,57.0,0,0,0,1,1,0,TransportationWarehousing,TX,1,2022-04-20,2022-04-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,1
175,1,0,0,0,0,0,66.0,0,0,0,1,1,0,TransportationWarehousing,LA,3,2023-09-15,2023-12-18,94,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.333333333333332,1,0,0,0,0,0,0,0,1,0,0,0,1,0,47.0,0,0,0,0,0,1,0,0,0,0,HIGH,1
179,0,0,0,0,0,1,140.0,0,1,0,0,1,0,TransportationWarehousing,CO,1,2021-05-20,2021-05-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,1,0,0,0,0,0,0,HIGH,1
181,1,0,0,0,0,1,181.0,0,1,0,0,1,0,TransportationWarehousing,IL,18,2021-05-10,2023-05-28,748,0.9444444444444444,0.8888888888888888,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,9.5,41.55555555555556,1,0,0,0,0,0,0,0,0,1,0,0,1,0,44.0,0,0,0,0,0,0,0,0,1,0,HIGH,1
